source_row,tweet,tweet_label,keyword,subjects,subjects_scored,stance,stance_reason,Unnamed: 10,matched keyword
2273664,"AMAZING BY AAP IN J&amp;K

Location : Doda, Jammu and Kashmir

AAP Rally and Meeting. Huge Support !!

 https://t.co/yOpDoyOAUu",Pro OPP,kashmir,"['kashmir', 'rally', 'amazing']","[{'text': 'kashmir', 'score': 0.4847}, {'text': 'rally', 'score': 0.4664}, {'text': 'amazing', 'score': 0.3297}]",Neutral,Supportive of AAP. Doesnt reveal much opinions on Kashmir itself.,,
1460082,4G restored in #Kashmir after 550 days. Let that sink in.,Pro OPP,kashmir,"['kashmir', '4g', 'restored']","[{'text': 'kashmir', 'score': 0.4811}, {'text': '4g', 'score': 0.4354}, {'text': 'restored', 'score': 0.4015}]",For,Criticizes political governance in kashmir and is clealry upset due to that.,,
2163576,"All those who have created a poisonous anti-Muslim atmosphere with #KashmirFiles must watch this.

The love and affection Kashmiri Muslims and Pandits showered on #Nehru. In 1948.

SIMPLY INCREDIBLE!

Here’s the truth: Kashmir is with India because of Nehru and Shaikh Abdullah. https://t.co/XVGERNf51t",Pro OPP,kashmir,"['kashmir', 'poisonous', 'atmosphere']","[{'text': 'kashmir', 'score': 0.7201}, {'text': 'poisonous', 'score': 0.2057}, {'text': 'atmosphere', 'score': 0.0683}]",For,Spreads awareness about a positive notion of Kashmir,,
303157,Human rights in Kashmir https://t.co/6fPDwonRG2,Pro OPP,kashmir,"['kashmir', 'rights', 'human']","[{'text': 'kashmir', 'score': 0.6238}, {'text': 'rights', 'score': 0.5436}, {'text': 'human', 'score': 0.2621}]",For,"Sarcastic, and thus conveys the absence of human rights in Kashmir.  Clerly wants a better condition in terms of human rights",,
1080855,"Befitting 'BOLTI BANDH' reply by @OmarAbdullah to #NavikaKumar.

Must watch to know the lies spread by the Godi Media about #JammuAndKashmir https://t.co/cwf9ncA0eI",Pro OPP,kashmir,"['kashmir', 'lies', 'media']","[{'text': 'kashmir', 'score': 0.5796}, {'text': 'lies', 'score': 0.4441}, {'text': 'media', 'score': 0.3188}]",For,Spreads awareness and truth of Kahmir,,
597026,"Utterly disgraceful remark by senior Niti Aayog official.. truth is, its not an off the cuff remark, reveals the mindset of the establishment which is trapped in prejudice against Kashmiris. https://t.co/BX7i2LrRFU",Pro OPP,kashmir,"['prejudice', 'kashmiris', 'official']","[{'text': 'prejudice', 'score': 0.4154}, {'text': 'kashmiris', 'score': 0.3023}, {'text': 'official', 'score': 0.2048}]",For,"Critical of Government, but wants positive results for Kashmiris",,
2529268,"Who is going to answer?

#KashmiriPandit #Kashmir https://t.co/K7pK2nVk1B",Pro OPP,kashmir,"['kashmir', 'pandit', 'who']","[{'text': 'kashmir', 'score': 0.7101}, {'text': 'pandit', 'score': 0.4222}, {'text': 'who', 'score': 0.3506}]",For,Supports Kashmiri Pandit Lives,,
2245413,"Shah grandly promised to resettle 6000 people in Kashmir by 2022
#LieLikeModi 
Only 15% of homes promised are built

It was under Congress-UPA that 3800 Kashmiri Pandits were actually settled with homes, aid &amp; jobs between 2008 &amp; 2011.

Now they are fleeing
#ModiFailedIndia https://t.co/VGIDhiKZT6",Pro OPP,kashmir,"['kashmir', 'resettle', 'congress']","[{'text': 'kashmir', 'score': 0.5337}, {'text': 'resettle', 'score': 0.3508}, {'text': 'congress', 'score': 0.1936}]",For,Politically charged but expects good results for Kashmiri state,,
2791135,"The situation is so worse in Kashmir that Govt. can't even conduct elections.

Shri. @Pawankhera https://t.co/q3jumj6fxX",Pro OPP,kashmir,"['kashmir', 'elections', 'worse']","[{'text': 'kashmir', 'score': 0.5225}, {'text': 'elections', 'score': 0.4113}, {'text': 'worse', 'score': 0.3203}]",Against,"Highlights, even axaggerates the poor condition of the state",,
826937,The cruelty and pain that is being inflicted on Kashmiris will come back to haunt all of us. https://t.co/g2OYCU3pbY,Pro OPP,kashmir,"['inflicted', 'back', 'kashmiris']","[{'text': 'inflicted', 'score': 0.3955}, {'text': 'back', 'score': 0.3424}, {'text': 'kashmiris', 'score': 0.2673}]",For,Humanely supports Kashmiri lives,,
2204663,"""There is no doubt that #KashmiriPandits were targeted, but Muslims were also targeted. #KashmirFiles is a propaganda movie."": AS Dulat, former RAW chief. https://t.co/W3XLNkmjW2",Pro OPP,kashmir,"['kashmir', 'chief', 'targeted']","[{'text': 'kashmir', 'score': 0.5293}, {'text': 'chief', 'score': 0.2863}, {'text': 'targeted', 'score': 0.2525}]",For,Spreads less-knows awareness about the nuances of ethenic conflict in the state,,
691054,"The restoration of 4G in Kashmir was as abrupt as its suspension in August 2019.

This clearly proves there were no “security reasons” &amp; it was done by Modi-Shah purely to crush the rights of Kashmiris.

Restoring it is no benevolence. The govt must now explain what it achieved.",Pro OPP,kashmir,"['kashmir', 'restoring', '4g']","[{'text': 'kashmir', 'score': 0.4841}, {'text': 'restoring', 'score': 0.3764}, {'text': '4g', 'score': 0.2868}]",For,Speaks for the well-beig of Kashmiri people,,
802578,Every one in Kashmir is now employed. https://t.co/Y0hXaPyrp5,Pro OPP,kashmir,"['kashmir', 'every', 'employed']","[{'text': 'kashmir', 'score': 0.3817}, {'text': 'every', 'score': 0.3411}, {'text': 'employed', 'score': 0.2233}]",For,Reports a positive news for Kashmir,,
2243027,"Police complaint against ‘#TheKashmirFiles’ director #VivekAgnihotri for ‘Bhopali means homosexual’ comment; FIR sought
https://t.co/yOSLbgSceG",Pro OPP,kashmir,"['complaint', 'homosexual', 'kashmir']","[{'text': 'complaint', 'score': 0.4947}, {'text': 'homosexual', 'score': 0.3684}, {'text': 'kashmir', 'score': 0.3479}]",Neutral,Concerns the movie more than the state,,
2724584,"In its charge-sheet against 'The Kashmir Walla' editor, J&amp;K's probe agency claimed that the subscription model of digital media platforms can be used to “foment trouble” in a region. https://t.co/DpKIPHH0Nf",Pro OPP,kashmir,"['media', 'kashmir', 'charge']","[{'text': 'media', 'score': 0.5373}, {'text': 'kashmir', 'score': 0.2572}, {'text': 'charge', 'score': 0.1284}]",Neutral,It highlights concerns over media freedom and government overreach rather than taking a stance for or against Kashmir itself.,,
554252,"#MyPiece - For Modi’s politics, peace and stability in Kashmir do not bring benefits, violence and despair of Kashmiri Muslims do. That is the reason Modi is celebrating first anniversary of his repeal of Article 370 at Ayodhya by building Ram temple. https://t.co/55TvQXtgDb",Pro OPP,kashmir,"['kashmir', 'anniversary', 'politics']","[{'text': 'kashmir', 'score': 0.4916}, {'text': 'anniversary', 'score': 0.3141}, {'text': 'politics', 'score': 0.2001}]",For,"Very critical of Modi but does want to see good outcomes in Kashmir. It portrays the government as exploiting conflict, clearly opposing India’s Kashmir policy and highlighting Kashmiri grievances.",,
266264,"A picture of a child sitting on the chest, of his lifeless and bloodstained grandfather in Kashmir on Wednesday morning inspired a BJP spokesperson to caption it: “PULITZER LOVERS??”

Read story: 
https://t.co/hjVXTTO5Vv",Pro OPP,kashmir,"['kashmir', 'grandfather', 'lifeless']","[{'text': 'kashmir', 'score': 0.4348}, {'text': 'grandfather', 'score': 0.328}, {'text': 'lifeless', 'score': 0.3039}]",Neutral,"It underscores insensitivity and poor political messaging rather than taking a direct stance on Kashmir’s status, but the tone is clearly against the BJP’s approach to Kashmir.",,
266186,".@OnReality_Check | “You (BJP government) have a highly alienated population in Kashmir, a large number of youngsters are ready to join ranks of militants”: Omar Abdullah, Former J&amp;K Chief Minister https://t.co/seuMAzkitC",Pro OPP,kashmir,"['kashmir', 'youngsters', 'onreality_check']","[{'text': 'kashmir', 'score': 0.5802}, {'text': 'youngsters', 'score': 0.301}, {'text': 'onreality_check', 'score': 0.2241}]",Against,"It is Anti-BJP, not anti-Kashmir",,
269020,"‘U.S. Concerned about Kashmir restrictions’: Bipartisan letter to EAM Jaishankar from U.S. House Foreign Affairs Committee, reports @slakster https://t.co/bJaSVu0bZD",Pro OPP,kashmir,"['kashmir', 'restrictions', 'committee']","[{'text': 'kashmir', 'score': 0.6089}, {'text': 'restrictions', 'score': 0.3512}, {'text': 'committee', 'score': 0.2193}]",Neutral,"Geopolitical in nature, and does not concern Kashmir too much",,
1186470,"When something happened in Kashmir before the abrogation of article 370, we used to ask questions to the political class.

Now, we just express concern and sadness at the lives lost. Nobody is responsible.",Pro OPP,kashmir,"['kashmir', 'political', 'nobody']","[{'text': 'kashmir', 'score': 0.3888}, {'text': 'political', 'score': 0.2814}, {'text': 'nobody', 'score': 0.2414}]",Neutral,"Anti Government, not Anti Kashmir",,
360031,"BREAKING

Amazing News from Kashmir

AAP supported candidate @AapMehrajMalik WINS in #DDCElections2020 from Kahara, Doda

He was fighting as an Independent candidate as Party didnt get registered and Jhaadu symbol wasn't allotted

Earlier this month, AAP had won a seat in Goa..",Pro OPP,kashmir,"['elections', 'kashmir', 'seat']","[{'text': 'elections', 'score': 0.4346}, {'text': 'kashmir', 'score': 0.3469}, {'text': 'seat', 'score': 0.1721}]",Neutral,"Supportive of AAP, has nothing to do with welfare in Kashmir directly",,
223357,"With Art 370, BJP hoped to win Kashmir but is now losing Jammu: ‘Are we also anti-national?’.
https://t.co/UzHDSfA2vl",Pro OPP,kashmir,"['kashmir', 'win', '370']","[{'text': 'kashmir', 'score': 0.547}, {'text': 'win', 'score': 0.2128}, {'text': '370', 'score': 0.1219}]",Neutral,"It is against BJP policy, not against Kashmir itself.",,
2676065,"In 2021, Jammu and Kashmir saw the highest number of cases registered under UAPA in the country. According to police chief Dilbag Singh, a total of 1,350 UAPA cases were under investigation by the end of 2022. https://t.co/z3vHHgDRuR https://t.co/fEdxANExtB",Pro OPP,kashmir,"['kashmir', 'cases', '2022']","[{'text': 'kashmir', 'score': 0.3778}, {'text': 'cases', 'score': 0.3009}, {'text': '2022', 'score': 0.2619}]",Neutral,Factual,,
1661666,"BIG STATEMENT BY @ArvindKejriwal 

Slams Congress for their comments on Kashmir made by Congress Navjot Singh Sidhu's advisor

'Punjab is a Border state and political leaders should not make such loose and baseless statements. Kejriwal said we should focus on Good Governance' https://t.co/C0ctLAdY9M",Pro OPP,kashmir,"['governance', 'kashmir', 'border']","[{'text': 'governance', 'score': 0.4451}, {'text': 'kashmir', 'score': 0.4191}, {'text': 'border', 'score': 0.2645}]",For,Focuses on Good Governance in the state of Kashmir. The focus is on protecting national cohesion and avoiding inflammatory remarks about Kashmir.,,
2182526,"""Ask Vivek Agnihotri to upload Kashmir Files on YouTube.” Arvind Kejriwal thundered in the Delhi assembly. Had anyone seen this tirade coming? https://t.co/YmEkabnVPv",Pro OPP,kashmir,"['kashmir', 'upload', 'vivek']","[{'text': 'kashmir', 'score': 0.4741}, {'text': 'upload', 'score': 0.3387}, {'text': 'vivek', 'score': 0.281}]",Neutral,Does not concern a meaningful opinion on Kashmir itself.,,
717201,"Kashmir Updates
 
 ➡️Around 150 Kashmiri Pandits who lost their land to others during 1991 exodus.
 
 Property rights of these Pandits were restored by MHA after abrogation of Article 370. 
 
 ➡️Around 1700 migrants returned back to Kashmir &amp; got jobs under PM Development Package.",Pro Ruling,kashmiri pandits,"['kashmir', 'restored', 'migrants']","[{'text': 'kashmir', 'score': 0.5323}, {'text': 'restored', 'score': 0.4846}, {'text': 'migrants', 'score': 0.2603}]",Neutral,Stating an event,,
1675342,Powerful image from Jantar Mantar. Kashmiri Pandits protesting against recent killing. https://t.co/hxdnpSQuhu,Pro Ruling,kashmiri pandits,"['protesting', 'pandits', 'killing']","[{'text': 'protesting', 'score': 0.5353}, {'text': 'pandits', 'score': 0.4693}, {'text': 'killing', 'score': 0.3513}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
364949,Mehbooba Mufti’s politics is a true prototype of communal politics that mainstream politicians in Kashmir have been practising. Kashmiri Pandits were driven out &amp; ethnically cleansed by PDP’s friends in JKLF &amp; Hizbul Mujahideen terror outfits. They are not “away” for a picnic. https://t.co/jtwPRiDA0c,Pro Ruling,kashmiri pandits,"['kashmir', 'politicians', 'cleansed']","[{'text': 'kashmir', 'score': 0.5687}, {'text': 'politicians', 'score': 0.3849}, {'text': 'cleansed', 'score': 0.1048}]",Favour,Favour cues: ['terror'],,
2582617,"SC that had all the time, even at midnight, to hear mercy pleas of terrorists but rejected plea seeking probe into Kashmir's Hindu genocide citing time bar. Now, in face of proof another plea has been filed by Kashmiri pandits seeking a probe. Will milords make time for justice?",Pro Ruling,kashmiri pandits,"['justice', 'kashmir', 'midnight']","[{'text': 'justice', 'score': 0.3606}, {'text': 'kashmir', 'score': 0.2837}, {'text': 'midnight', 'score': 0.1936}]",Favour,favoring kashmiri pandits,,
757942,"Policies are getting changed since last 7 yrs
 
 But much more time is needed to change certain mindset
 
 Eg: We say Kashmiri Pandits were thrown in 1990; Actually Kashmiri Hindus were thrown
 
 Let's start saying it
 
 We're systemically made to think in wrong way; But let us change it",Pro Ruling,kashmiri pandits,"['hindus', 'changed', 'thrown']","[{'text': 'hindus', 'score': 0.4743}, {'text': 'changed', 'score': 0.356}, {'text': 'thrown', 'score': 0.189}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
2644527,Handshake with a terrorist and a murderer of Indian Air Force officers and Kashmiri Pandits - Yasin Malik. Just leaving it here. #TheKashmirFiles https://t.co/McZN5rBfia,Pro Ruling,kashmiri pandits,"['kashmir', 'handshake', 'murderer']","[{'text': 'kashmir', 'score': 0.6439}, {'text': 'handshake', 'score': 0.4799}, {'text': 'murderer', 'score': 0.2865}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
2607840,"Will @ArvindKejriwal be wearing the same shirt he wore while making fun of the slaughter of Kashmiri Pandits and mocking at The Kashmir Files?
 More the fool those who are impressed by this person’s repulsive politics.
 #KashmiriHindus https://t.co/lZIK4bDZ5I https://t.co/tskBPvKbce",Pro Ruling,kashmiri pandits,"['hindus', 'politics', 'repulsive']","[{'text': 'hindus', 'score': 0.4963}, {'text': 'politics', 'score': 0.2101}, {'text': 'repulsive', 'score': 0.1531}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
2041595,"#SanjayRaut continues to shame the legacy of Aadarniya #BalasahebThackeray . 
 Saying that the killings of #KashmiriPandit ‘s increased post the release of #KashmirFiles is an insult to us . 
 He doesn’t fail to expose himself .",Pro Ruling,kashmiri pandits,"['shame', 'kashmir', 'increased']","[{'text': 'shame', 'score': 0.4471}, {'text': 'kashmir', 'score': 0.4394}, {'text': 'increased', 'score': 0.0215}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
1906594,"2008: India Today Conclave invited separatist Yasin Malik. India Today mentioned that he's a strong advocate for the right of return of Kashmiri Hindus.
 
 2015: Yasin Malik protested against the colonies for Kashmiri Pandits.
 
 2017: Yasin Malik assaulted India Today's Journalist.",Pro Ruling,kashmiri pandits,"['hindus', 'separatist', 'journalist']","[{'text': 'hindus', 'score': 0.4598}, {'text': 'separatist', 'score': 0.4083}, {'text': 'journalist', 'score': 0.2708}]",Favour,seen to be fighting for kashmiri pandits return,,
2234037,"TRUTH ECHOES: The reaction of the media at the press conference of #TheKashmirFiles was really gratifying. They were equally moved, shocked and teary eyed at the end of watching the 20mins documentary of the families of #KashmiriPandits. Pain connects people!💔 #Exodus #Kashmir https://t.co/28xNADjPYy",Pro Ruling,kashmiri pandits,"['kashmir', 'media', 'pain']","[{'text': 'kashmir', 'score': 0.4913}, {'text': 'media', 'score': 0.4591}, {'text': 'pain', 'score': 0.2832}]",Favour,Favour cues: ['exodus'],,
2926544,"#33Yearsofexile &amp; the situation of #KashmiriPandits remain the same in #Kashmir as it was in late 80’s &amp; 90’s . 
 #SanjaySharma is the latest victim of govts apathy. 
 The cries and screams of a KP continues to echo &amp; the govt says “Sab theek thak hai “ 
 
 @Ameak_Displaced https://t.co/2855wzaRbK",Pro Ruling,kashmiri pandits,"['kashmir', 'ameak_displaced', 'screams']","[{'text': 'kashmir', 'score': 0.5782}, {'text': 'ameak_displaced', 'score': 0.4422}, {'text': 'screams', 'score': 0.3113}]",Favour,Favour cues: ['victim'],,
1352221,"Hindus r left alone to defend for themselves. 
 
 What happened in Kashmir 31 years ago where thousands of Hindus were murdered, raped &amp; lacs of them were driven away, is a stark reminder for Hindus to unite
  #KashmiriPandits 
 #KashmiriHindusExodus_31Yrs 
 https://t.co/gsE2xNaW3C",Pro Ruling,kashmiri pandits,"['hindus', 'alone', 'murdered']","[{'text': 'hindus', 'score': 0.5604}, {'text': 'alone', 'score': 0.1711}, {'text': 'murdered', 'score': 0.1677}]",Neutral,No clear reference to Kashmiri Pandits and no stance cues,,
2476881,"WB Guv. #KashmirFiles Film needs to be watched by all to inflame spirit of Nationalism, freedom of liberty &amp; human rights. Highly impactful depiction of the horrendous reality of exodus and genocide of Kashmiri pandits. @AnupamPKher @vivekagnihotri #KashmiriPandit #Kashmir https://t.co/S5rdT4leeq",Pro Ruling,kashmiri pandits,"['kashmir', 'watched', 'inflame']","[{'text': 'kashmir', 'score': 0.5733}, {'text': 'watched', 'score': 0.362}, {'text': 'inflame', 'score': 0.1881}]",Favour,"Favour cues: ['exodus', 'genocide', 'rights']",,
2238208,"Farooq Abdullah’s hand on terrorist Yasin Malik’s shoulder.
 
 Yasin Malik is a JKLF terrorist who killed Kashmiri Pandits, Indian Air Force men, Kashmiri Muslim women &amp; kidnapped Rubaiya Sayeed.
 
 What is Farooq Abdullah’s link with JKLF?
 
 Why did he abandon Kashmiri Hindus to die? https://t.co/Raee6PH8hO",Pro Ruling,kashmiri pandits,"['muslim', 'force', 'kidnapped']","[{'text': 'muslim', 'score': 0.4408}, {'text': 'force', 'score': 0.1515}, {'text': 'kidnapped', 'score': 0.127}]",Favour,Questioning people that did harm to the kashmiri pandits,,
2513955,"Aadarniya #DilipWalsePatil ji (N.C.P) 
 I am concerned about you as you are surrounded by uneducated jokers who have misinformed you about @vivekagnihotri’s #KashmirFiles. 
 The film is not about partition in 1947 but it’s about genocide of #KashmiriPandits in #KMR. 
 Be careful. https://t.co/btlnYJ09PY",Pro Ruling,kashmiri pandits,"['kashmir', 'misinformed', 'jokers']","[{'text': 'kashmir', 'score': 0.5004}, {'text': 'misinformed', 'score': 0.3035}, {'text': 'jokers', 'score': 0.2462}]",Favour,Favour cues: ['genocide'],,
2546462,"Slogans of Terror Raised again in Kashmir.
 
 Similar slogans were used against #KashmiriPandits in 1990.
  https://t.co/x4autEOs85",Pro Ruling,kashmiri pandits,"['kashmir', 'slogans', 'again']","[{'text': 'kashmir', 'score': 0.4983}, {'text': 'slogans', 'score': 0.4678}, {'text': 'again', 'score': 0.2836}]",Neutral,Weak/indirect cues without explicit Kashmiri Pandit reference,,
2192166,Remembering Balasaheb Thackeray. One leader in India who selflessly came forward to help Kashmiri Pandits after brutal exodus in 1990. Hindus from Kashmir will never forget his focus on getting easy access to education for KPs. Jagmohan and Balasaheb remain forever heroes. https://t.co/gWWPIl2z8U,Pro Ruling,kashmiri pandits,"['hindus', 'leader', 'kps']","[{'text': 'hindus', 'score': 0.6242}, {'text': 'leader', 'score': 0.3696}, {'text': 'kps', 'score': 0.2133}]",Favour,"Favour cues: ['exodus', 'help']",,
1928592,"Did you witness the scene of 24 Kashmiri Pandits including two toddlers being killed by Islamist terrorists in #TheKashmirFiles? 
 
 Today is the 19th anniversary of the brutal terror attack. This is the original Associated Press footage of the Nadimarg massacre in South Kashmir. https://t.co/CgrQyLZWRJ",Pro Ruling,kashmiri pandits,"['kashmir', 'killed', 'toddlers']","[{'text': 'kashmir', 'score': 0.5032}, {'text': 'killed', 'score': 0.3101}, {'text': 'toddlers', 'score': 0.1974}]",Favour,"Favour cues: ['attack', 'killed', 'massacre', 'terror', 'terrorists']",,
1971472,"India’s silence on constant atrocities of #Hindus in #Bengal is similar to the silence in the year 1990 when #KashmiriPandits suffered the worst genocide . 
 The nation should stand up and not wait for a film called #Bengalfiles after 32 yrs to respond .
 #BirbhumMassacre",Pro Ruling,kashmiri pandits,"['hindus', 'massacre', 'silence']","[{'text': 'hindus', 'score': 0.5478}, {'text': 'massacre', 'score': 0.4692}, {'text': 'silence', 'score': 0.3931}]",Favour,talks about kashmir pandits struggles,,
2448163,"It's possible to investigate into the killings of Kashmiri Pandits after more than three decades. It's difficult but not impossible. 
 
 No crime is too old to be investigated.
 #KashmirFiles",Pro Ruling,kashmiri pandits,"['kashmir', 'investigated', 'killings']","[{'text': 'kashmir', 'score': 0.4741}, {'text': 'investigated', 'score': 0.4237}, {'text': 'killings', 'score': 0.3304}]",Favour,fighting for kashmiri pandits,,
2248598,"When one feels, they have hit rock-bottom and can only rise from here, they invent ways to hit newer lows. A pity they choose to hurt sentiments of Kashmiri Pandits again. 
 #KashmirFiles is an eye-opener and probably just a tip of the iceberg. https://t.co/GwR1JHqE5T",Pro Ruling,kashmiri pandits,"['kashmir', 'hurt', 'lows']","[{'text': 'kashmir', 'score': 0.5654}, {'text': 'hurt', 'score': 0.2322}, {'text': 'lows', 'score': 0.2196}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
2012870,"#LIVE | For BJP &amp; ministers, Himachal elections are a priority. Their focus is on making sure Satyendar Jain rots in the jail. At least wake up now and think about the security of Kashmiri Pandits: AAP hits out at Smriti Irani's presser #SatyendarFiles 
 https://t.co/hBNv8QrX25 https://t.co/aQRss1rBZH",Pro Ruling,kashmiri pandits,"['elections', 'himachal', 'yen']","[{'text': 'elections', 'score': 0.481}, {'text': 'himachal', 'score': 0.4101}, {'text': 'yen', 'score': 0.1468}]",Favour,fighting for kashmiri pandits,,
347409,Know the &amp;#039;pain of Kashmiri Pandits&amp;#039; in words of Anupam Kher https://t.co/nMXhuxYB2B,Pro Ruling,kashmiri pandits,"['kashmiri', 'pain', '039']","[{'text': 'kashmiri', 'score': 0.5461}, {'text': 'pain', 'score': 0.4483}, {'text': '039', 'score': 0.3178}]",Favour,fighting for kashmiri pandits - to know their pain which they faced,,
2291436,"Some Members asked- if there was no Congress, what would happen...
 
 I would like to say, if there was no Congress there would be no Emergency, there would be no caste politics, Sikhs would never have been massacred, the problems of Kashmiri Pandits would not have happened: PM",Pro Ruling,kashmiri pandits,"['congress', 'would', 'massacred']","[{'text': 'congress', 'score': 0.4467}, {'text': 'would', 'score': 0.2837}, {'text': 'massacred', 'score': 0.1757}]",Favour,stating nothing would have happened to kashmiri pandits if congress didnt exist,,
2883136,UK MP @BobBlackman speaks at an event marking the genocide of Kashmiri Pandits in UK Parliament campus; Lauds removal of article 370 by Indian Govt. https://t.co/oLgwaOf2QL https://t.co/8GZAb9kkeU,Pro Ruling,kashmiri pandits,"['bobblackman', 'speaks', 'indian']","[{'text': 'bobblackman', 'score': 0.4394}, {'text': 'speaks', 'score': 0.4371}, {'text': 'indian', 'score': 0.262}]",Favour,Favour cues: ['genocide'],,
1935275,"Constitution was there.
 Secularism was there.
 Police was there.
 Army was there.
 J&amp;K High Court was there.
 Supreme Court was there.
 
 Yet, #KashmiriPandits had to flee.
 
 #KashmirExodus1990",Pro Ruling,kashmiri pandits,"['kashmir', 'secularism', 'court']","[{'text': 'kashmir', 'score': 0.4719}, {'text': 'secularism', 'score': 0.3746}, {'text': 'court', 'score': 0.2089}]",Favour,fighting for kashmiri pandits,,
2523924,"Kashmiri Pandits lost home and hearth back in 1990 in Kashmir.
 
 Even after 32 years Kashmiri Hindus continue to be killed in Kashmir.
 
 Now Kashmiri Pandits employees demanding justice are lathicharged and tear-gassed.
 
 Poor Kashmiri Pandit Govt employees forced to stay in valley.",Pro Ruling,kashmiri pandits,"['kashmir', 'killed', 'employees']","[{'text': 'kashmir', 'score': 0.5477}, {'text': 'killed', 'score': 0.1254}, {'text': 'employees', 'score': 0.067}]",Favour,"Favour cues: ['forced', 'justice', 'killed']",,
1475671,"Kashmiri pandits don't have human rights
 
 Bengali Hindus under Mamata don't have human rights
 
 But people who attack these Hindus have human rights
 
 Liberal logic!",Pro Ruling,kashmiri pandits,"['hindus', 'liberal', 'under']","[{'text': 'hindus', 'score': 0.5842}, {'text': 'liberal', 'score': 0.317}, {'text': 'under', 'score': -0.0363}]",Favour,"Favour cues: ['attack', 'rights']",,
1009312,"#Bengal was an election of low margins
 
 TMC won 92 seats with margin less than 2,500
 
 BJP won 27
 
 If demographics is the reason then Minority voted as one &amp; Majority separated.
 
 Now all #Hindus in Bengal are in peril Kashmiri Pandits
 
 What will BJP do?
 
 It is truly #BengalBurning https://t.co/7qzI7DaGJm",Pro Ruling,kashmiri pandits,"['hindus', 'election', 'seats']","[{'text': 'hindus', 'score': 0.4868}, {'text': 'election', 'score': 0.3999}, {'text': 'seats', 'score': 0.1799}]",Favour,Favour cues: ['minority'],,
2230515,"10000 movies showed Brahmins as evil crooks, Thakurs as rapist goons and Baniyas as lecherous charlatans but it did not spread hate.
 
 One movie showed Hindus as victims and it's spreading hate.
 
 #TheKashmirFiles #KashmiriPandits",Pro Ruling,kashmiri pandits,"['hindus', 'crooks', 'hate']","[{'text': 'hindus', 'score': 0.4532}, {'text': 'crooks', 'score': 0.3974}, {'text': 'hate', 'score': 0.2689}]",Favour,Favour cues: ['victims'],,
2039504,"#TheKashmirFiles is an indictment of apologists of #jihadi violence against #KashmiriPandits. These apologists —like Holocaust deniers— are everywhere: senior TV journalists, mainstream filmmakers &amp; minority politicians. Like Holocaust deniers they should be exposed &amp; ostracised.",Pro Ruling,kashmiri pandits,"['kashmir', 'journalists', 'indictment']","[{'text': 'kashmir', 'score': 0.6009}, {'text': 'journalists', 'score': 0.4391}, {'text': 'indictment', 'score': 0.2817}]",Favour,Favour cues: ['minority'],,
1970175,"Breaking : Srinagar Kashmir : Slogans of Terror Raised again 
 
 Slogans similar to those that were used against Kashmiri Pandits, again raised in Jamia Masjid in Srinagar today after Friday Prayers https://t.co/Vs6vTYSkPA",Pro Ruling,kashmiri pandits,"['kashmir', 'slogans', 'prayers']","[{'text': 'kashmir', 'score': 0.4609}, {'text': 'slogans', 'score': 0.3898}, {'text': 'prayers', 'score': 0.2705}]",Favour,Favour cues: ['terror'],,
2119029,"PM @narendramodi wishes everyone especially Kashmiri Pandit sisters and brothers on Jyeshtha Ashtami
 
 https://t.co/snbK5rMh42",Pro Ruling,kashmiri pandits,"['narendramodi', 'wishes', 'sisters']","[{'text': 'narendramodi', 'score': 0.5782}, {'text': 'wishes', 'score': 0.4603}, {'text': 'sisters', 'score': 0.3348}]",Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone),,
1994100,"By mocking the plight of Kashmiri Hindus, by calling ethnic cleansing of Kashmiri Pandits ‘propaganda’ Kejriwal is speaking the language of Islamist organisations. He has chosen his side. #KejriwalAgainstHindus",Pro Ruling,kashmiri pandits,"['hindus', 'mocking', 'organisations']","[{'text': 'hindus', 'score': 0.5477}, {'text': 'mocking', 'score': 0.2552}, {'text': 'organisations', 'score': 0.1323}]",Neutral,"Mixed cues: favour=['cleansing', 'ethnic', 'plight'], against=['propaganda']",,
252424,"Sacred thread soaked in blood which is tied on d arm of #ShahidAjayPandita reflects d pain, agony &amp; suffering of 7 lac #KashmiriPandits since last 30 yrs. 
 D screams of #SarlaBhat #PremnathBhat #TikalalTaploo &amp;many others stl echoes in our ears. 
 #KashmiriHinduLivesMatter https://t.co/ApUJ18QA97",Pro Ruling,kashmiri pandits,"['hindu', 'echoes', 'pain']","[{'text': 'hindu', 'score': 0.5519}, {'text': 'echoes', 'score': 0.3687}, {'text': 'pain', 'score': 0.3616}]",Favour,Talks about their pain and struggles,,
