keyword,tweet,_label_norm,original_author,language
congress,Gujarat Congress expels 33 leaders for working against party in Assembly polls.,pro ruling,NewsArenaIndia,english
congress,"This is how they spread fake news, hatred using old images, @_sayema @srinivasiyc and many other Congressis RTed such posts to incite violence. Please look into this @NitishKumar https://t.co/5bfODY0Jf3",pro ruling,Spoof_Junkey,english
congress,"Uddhav attacked Hindutva &amp; RSS Ideology &amp; ask for his pie of share in it, Ajit Pawar gave statement which show his intent of Step motherly treatment for Vidarbha &amp; Marthwada also said no electricity connection  cut contradicting congress minister  @NitinRaut_INC 

Net Gain NCP !!",pro ruling,thakkar_sameet,english
congress,"The Congress banned Kishore Kumar and his songs from the All India Radio because he protested against the Emergency. They forced actors and producers to blacklist him, even ordered a freeze on the sale of his gramophone records.

Today the same people are paying him respects. https://t.co/zcgrQBm7b6",pro ruling,ARanganathan72,english
congress,"On one hand, Congress is supporting farmers' agitation and on the other hand, Captain Amarinder Singh is meeting Ambani. 

What kind of politics is this?

#FarmBills2020 #FarmersProtests #farmer #FarmerPolitics #amarindersingh #Congress #congresscheappolitics #CongressMuktBharat https://t.co/kIdhYZ9dkc",pro ruling,knowthenation,english
congress,"Karnataka News

Congress is opposing Anti-Conversion Bill &amp; now BJP will present the draft made by Siddaramaiah Government for same in 2016. 

This bill was planned by Congress but they are opposing now for the sake of appeasement.",pro ruling,NewsArenaIndia,english
congress,"In Tamilnadu, Congress workers fight among themselves,

That too in the presence of Karti Chidambaram! https://t.co/ZvPYIH4eSE",pro ruling,mvmeet,english
congress,"@priyankagandhi came out of PAC after 2 days. She met with Congress Workers in #Sitapur and headed for #LakhimpurKheri

Congress workers proved that they can bend the tyrants by their non-violence.
 https://t.co/uQGC9fFj4v",pro opposition,saraf_pankaj,english
congress,"After #COVID19 cases have started surging again in the country, #Congress (@INCIndia) spokesperson Jaiveer Shergill (@JaiveerShergill) on Monday demanded that the government open the market for private players to increase coverage and speed of #vaccination. https://t.co/0UbnV6YLBB",pro opposition,ians_india,english
congress,"#NDTVExclusive | ""The Bharat Jodo Yatra is the only narrative that is being set. The Bharat Jodo Yatra has been unprecedented"": @Jairam_Ramesh, senior Congress leader https://t.co/7c9Np2xJXg",pro opposition,ndtv,english
congress,"Congress put up a Massive Karnataka Election Campaign. 

 It is due to the efforts of Congress leaders and ground workers that Congress is slated to win 150 seats in Karnataka. https://t.co/DCcukdPe2K",pro opposition,SurrbhiM,english
congress,Yesterday I spoke to a communist supporter from UP. He kept on telling me why Congress has a good chance in UP and why they must win. He said he'll vote for Congress and will try to gather as many votes as possible for Congress. This is what @priyankagandhi has done in UP.,pro opposition,AudaciousQuest_,english
congress,"This Rajya sabha election gave new hopes for Congress , the way BJP and JDS are rattling it shows their insecurities and humiliation 🤣🤣

Irony is BJP  accusing congress of horse trading in Rajasthan 🤣🤣

#RajyaSabhaElections",pro opposition,SurrbhiM,english
congress,"What kind of voting👇is taking place in Manipur elections, @ECISVEEP ?? 

#LaklaganiCongress https://t.co/PCEQFfeQ9v",pro opposition,geetv79,english
congress,"Former Union Minister and senior #Congress (@INCIndia) leader #JitinPrasada (@JitinPrasada) will be connecting with the #Brahmin community through the '#BrahminChetnaSamvad', to be conducted on the social media in every district of #UttarPradesh. https://t.co/yzvUe1fSWv",pro opposition,ians_india,english
ayodhya,Aam Aadmi Party (AAP) takes out a 'Tiranga Sankalp Yatra' in Ayodhya. Party leader and Delhi Deputy CM Manish Sisodia participating in the yatra. https://t.co/BlAhVeRInN,pro ruling,ANINewsUP,english
ayodhya,"National Highway 330A ~ Raebareli to Ayodhya

Phase 1 ~ Ayodhya to Jagdishpur, 4 lane, 60kms, ₹1938Cr, under construction, completion by 2022 end 📷🔻

Phase 2 ~ Jagdishpur to Raebareli, 2 lane with paved shoulder, 46kms, ₹720Cr, work started this month, completion by 2023 end https://t.co/VJestO3Vha",pro ruling,theupindex,english
ayodhya,"#WATCH | Maharashtra CM Eknath Shinde and Deputy CM Devendra Fadnavis offer prayers at Ram Lala temple in Ayodhya, Uttar Pradesh https://t.co/BUR4wD8H5x",pro ruling,ANINewsUP,english
ayodhya,"Seers of Ayodhya declare support to Brij Bhushan Sharan Singh. 

Can’t blame them as Khaps &amp; SGPC already interfered in this matter.",pro ruling,NewsArenaIndia,english
ayodhya,"History made when we heard this Sankalpa.

""Narendra Damodardas Modi..
.....
Aham karishye!""

He was Destiny's Child!
He was destined to do #BhumiPujan for the grandest #RamMandir at Ayodhya. https://t.co/keMmGyFDji",pro ruling,KiranKS,english
ayodhya,"Ayodhya, Uttar Pradesh | The arrested boy was in a relationship with the victim teacher. He wanted to get out of the relationship as he was scared of getting exposed. The teacher used to threaten him of making insulting revelations about him, that's why he murder her:DIG, Ayodhya https://t.co/sFqAzau4wd",pro ruling,ANINewsUP,english
ayodhya,"Ayodhya: Sunni Waqf Board to lay the foundation of mosque in govt allotted land on January 26

https://t.co/T5iSoF5HNx",pro ruling,OpIndia_com,english
ayodhya,"@myogiadityanath @CMOfficeUP 3. Jewar Airport: Apart from Ayodhya and Varanasi, Jewar Airport will create immense employment. Not just tourism, it will service agri and industry so will be job multiplier. https://t.co/P9CpRFYOao",pro ruling,PBNS_India,english
ayodhya,"BJP leaders &amp; Ayodhya's Ram Temple Trust has been accused of a  Land Scam.

A land was purchased and registered for ₹2 cr and then sold for ₹18.5 crs in just 5 min 

This can only happen in BJP's rule but why no outrage in media ?

 #RamMandirScam
#FailedYogiSarkar https://t.co/nw4vjNLBlk",pro opposition,SurrbhiM,english
ayodhya,"So they have finally unleashed their new MP Gogoi (Ayodhya, Rafale &amp; sexual harassment fame) to defend the Colonial law of sedition! https://t.co/dFwxT2v5ni",pro opposition,pbhushan1,english
ayodhya,"My piece. In Ayodhya will unfold a project of building, and erasure | The Indian Express https://t.co/5vLFpSnAOC",pro opposition,_sabanaqvi,english
ayodhya,Sudarshan TV has been honoured by their bigotry being called 'irresponsible journalism' I saw this man with 3-4 Police gunners in Ayodhya on 5th Aug. Bigotry bites at unexpected places.  #SuspendSureshChavhanke https://t.co/Q9zT4MrXai,pro opposition,sanket,english
ayodhya,"As a judge of special #CBI court, Yadav had on September 30, 2020 acquitted all the 32 accused, including #BJP veterans LK Advani, MM Joshi, Uma Bharti and Kalyan Singh, in the case of demolition of #BabriMasjid in #Ayodhya on December 6, 1992.  https://t.co/mmug92I5WA",pro opposition,NH_India,english
ayodhya,"#Viral | Rice-Salt Meal At School In UP's Ayodhya, Parent Says ""Yogi Baba, Watch"" https://t.co/bFrWWiyjBZ https://t.co/ZSxK6ztK2t",pro opposition,ndtv,english
ayodhya,@OfficeOfKNath @digvijaya_28 @Pawankhera @SupriyaShrinate @GouravVallabh @NayakRagini @kcvenugopalmp @rssurjewala @priyankagandhi @RahulGandhi plz see Rajiv gandhi view on ayodhya temple and same line be taken by @INCIndia leader instead distoring fact and damaging congress https://t.co/nfaT5mEZ7Q,pro opposition,Ajaykumar00009,english
ayodhya,"Sita did Agni Pariksha. 
Even the gods did not doubt her chastity.
But people of Ayodhya did. 
The king was expected to cast her away.  
On grounds of ""stained reputation"".

Ramayana shows us that ""evidence"" does not guarantee ""justice"".",pro opposition,devduttmyth,english
islamists,"Arre wah, Islamists will teach us Vedas &amp;Hindu scriptures?
You can't even read or understand your own aasmani kitab.
Hindus and Christians are now helping Muslims understand the Quran, Hadees etc
Do follow Neeraj Atri ki Islam for Dummies &amp; read Ali Sina's Understanding Mohammad https://t.co/zDVGEF6LyY",pro ruling,madhukishwar,english
islamists,"WATCH | After Sambhajinagar and Vadodara, Islamists attacked #RamNavami procession in #Howrah; vehicles torched. Police personnel on the spot. https://t.co/XlklZ1FpFk",pro ruling,eOrganiser,english
islamists,Ask any Rana or Arfa or Rathee - this is #FakeNews. Any negative news about #Islamists is fake and hate news. 😕 https://t.co/vVls2MSgvN,pro ruling,RatanSharda55,english
islamists,"This is the reality of #KeralaModel , Commies dancing to the tune of Islamists. 
After PFI Complains, Durga Vahini Activists Charged Under Non Bailable Offences by Kerala Police for Organising a Rally via @eOrganiser https://t.co/HUY0hEmErJ",pro ruling,prafullaketkar,english
islamists,"‘Sooar ki paidayish’: Islamists abuse Congress leader Udit Raj, his mother and sister after he says Afghanistan women have been imprisoned in Burkha
https://t.co/ouIPAcu510",pro ruling,OpIndia_com,english
islamists,"Rihanna gets cancelled by Islamists for saying that Israeli and Palestinian lives are equal

https://t.co/fsIHbRKUVR",pro ruling,OpIndia_com,english
islamists,There are no communists in India only Islamists!,pro ruling,Abhina_Prakash,english
islamists,"Liberals and Islamists outrage against Himanta Biswa Sarma: How he was right and those outraging seem to be fighting for Jihadis’ dream to tear India apart

https://t.co/oJ3IFl5exr",pro ruling,OpIndia_com,english
islamists,"Morocco’s liberal RNI party has won most seats in the country’s parliamentary elections followed by another liberal party, PAM, while co-ruling moderate PJD Islamists suffered a crushing defeat, preliminary results showed on Thursday.

https://t.co/K0Oi8cFnO1",pro opposition,thewire_in,english
islamists,"Just as Nadav Lapid is not a Zionist-nationalist, along with many other Jewish citizens who live in the state of Israel, so also not all Hindus in India are Hindutvavadis, not all Muslims who live in India are Islamists, &amp; nor are all Sikhs Khalistanis.
 https://t.co/rC6FPpUHTT",pro opposition,thewire_in,english
islamists,"Leftist-Islamists-Media-DeepState-Christocommies-Radical-UrbanNaxals-KhanMarket-SorosFunded-IlluminatiAliens

Only thing Trump did was to teach Indian RW some random nonsense phrases which they use daily to categorize all opposition 😂 https://t.co/estv6fD9uj",pro opposition,dhruv_rathee,english
islamists,"After Pakistan, 'iron brother' China is the major beneficiary in Afghanistan with Taliban takeover. China relishing the way its adversaries are fleeing Afghanistan. Taliban supporting Islamists in China is a myth, but the Taliban's desperate need for China's BRI is the reality.",pro opposition,ashoswai,english
islamists,Supreme Court speaks like Islamists says OP India 😳 this is serious https://t.co/h6cfgQB4NP,pro opposition,sakshijoshii,english
islamists,"Rana Ayyub tweeted in support of protests against Hijab imposition in Iran. Islamists are now calling her names. 

I hope this time there are no grammatical errors in Rana Ayyub's tweet. Else, she might have to delete it again.",pro opposition,Cryptic_Miind,english
islamists,"If religion is chosen over state, then the state will be brutal. State does not tolerate bigamy. 
Islamists, Evangelists and Hindutva are therefore conflating state and religion.",pro opposition,devduttmyth,english
islamists,"A doctor who specialises in the treatment of poisoning victims said they believed the motive was to ""scare the protesters by using extremist groups (radical Islamists) inside and outside the country"". #Iran #HijabProtest https://t.co/8YE8chS1Z2",pro opposition,NH_India,english
balochistan,"Pakistani media will never show this.

This is #Gwadar, Balochistan. The military crackdown in Gwadar has made the lives of innocent people miserable, with reports of brutal torture. This video shows Pakistani army caught on camera torturing a salesman. https://t.co/xeMjHuMSOi",pro ruling,IFazilaBaloch,english
balochistan,"Why is 27th March observed as a Black Day by the people of Baloch nation?

Seventy three years ago (in 1948), on this day, Pakistan sent its military to illegally occupy Balochistan, an independent nation.

Know the entire Balochistan conflict:

https://t.co/52ow76DNWw",pro ruling,AsYouNotWish,english
balochistan,"Balochistan: Over US$1 trillion worth of natural resources have been discovered in Balochistan including gold, copper, black pearl, oil, valuable stones, coal &amp; natural gas.

But we Baloch are struggling for clean drinking water.
#NoToRekoDiqAgreement
 https://t.co/yNtTJCDVUe",pro ruling,IFazilaBaloch,english
balochistan,Everyone knows that #pakistan is supporting #khalistan  movement ... every INDIAN in India or outside INDIA  need to support #FreeBalochistan  movement ...and make sure #baloch people are free,pro ruling,noconversion,english
balochistan,Balochistan: A land forgotten by the world https://t.co/EbxHNuF9lP #FreeBalochistan https://t.co/BjTmYjAe3j,pro ruling,friendsofrss,english
balochistan,Balochistan is not Pakistan !! https://t.co/Y624I0rK6y,pro ruling,BattaKashmiri,english
balochistan,"@Malala You have nothing to say about what’s happening in Balochistan or to Uyghurs but now you want to sermonise us?

Every educational institution has UNIFORM

The girls had SIGNED it

Tom, Musl!m lady cop or a lady doctor wants to wear hijab ?

Where does it end?

See these pictures https://t.co/hrGH1ZpeqI",pro ruling,pallavict,english
balochistan,"This is occupied Balochistan.

Baloch burning the flag of China and Pakistan.

Baloch want freedom from Pakistan.
#FreeBalochistan

#BalochistanIsNotPakistan https://t.co/2c1QIhZfwB",pro ruling,IFazilaBaloch,english
balochistan,"Two Pakistani soldiers were killed when terrorists attacked a check post in the country’s restive Balochistan province on December 24, according to an official statement.
https://t.co/ok5WMr7xQp",pro opposition,the_hindu,english
balochistan,"5 Most Read Blogs 2015-2020
I am pleased to see that my blog 'India must remember that Balochistan is not Bangladesh' is one of these five blogs.
 https://t.co/XtMuWE7dTt",pro opposition,ashoswai,english
balochistan,"A prominent Baloch activist, #KarimaBaloch, who took on the Pakistan Army over human rights abuses in #Balochistan, was found dead in mysterious circumstances in Canada.
https://t.co/OwGzzr03ki",pro opposition,TheQuint,english
balochistan,"A 35-year-old Pakistani journalist was killed in an attack claimed to have been carried out by the banned Balochistan Liberation Army (BLA) in the country’s restive Balochistan province, media reports said on Monday.

https://t.co/XjFn9f6STC",pro opposition,thewire_in,english
balochistan,"Modi’s Rasputin Ramdev declares Pakistan will be divided into 4 parts - out of which 3 parts, Sindh, Balochistan, &amp; POK will join India to create Akhand Bharat. Why only Pakistan, why not China? https://t.co/s58l098Vfn",pro opposition,ashoswai,english
balochistan,"After his wife Rekha's death, Ajeet Kumar Nagdev wanted to return to Balochistan and his extended family. Diplomatic red tape has delayed their 1,700 km journey by more than a month. | @beenasarwar writes

https://t.co/AfG6rEvbxw",pro opposition,thewire_in,english
balochistan,"Zee Hindustan aired a video of a little girl claiming she has picked up weapons against Taliban in Panjshir. The video is from Balochistan and has been on the internet at least since 2020.

https://t.co/qU1rbpynbG",pro opposition,zoo_bear,english
balochistan,"#Mumbai records lowest January day temperature in a decade due to Balochistan dust storm

https://t.co/OkeK76dbmD",pro opposition,TOIMumbai,english
sharia,"Why are people running away from Taliban rule?
Isn't this the ideal rule on earth for Muslims?
I urge Taliban to establish this rule in Pakistan next.
All Indian Muslims who love Shari'a should be compulsorily expatriated to countries ruled by Shari'a. Arfa, Saba, Rana Ayyub too.",pro ruling,Sanjay_Dixit,english
sharia,"Can u spot a single women or child fleeing Afghanistan? Not even one. This whole drama of people fleeing afraid of #Taliban is #Taqiyyah . They will enter other countries &amp; soon demand #ShariaLaw there or even become human Bombs. It's all drama. 

India should not fall prey to it https://t.co/rcIcW42YQq",pro ruling,RadharamnDas,english
sharia,"Mozambique: Muslims behead 12-year-old boy, say they want to impose Sharia, aid worker says motive unclear https://t.co/60cQH3e2oE",pro ruling,jihadwatchRS,english
sharia,"What these penguins don't realize is, ’Shariah Law'  itself is 'Man Made Law'. The question is, why are these miserable creatures spreading their misery on the streets of a city they consider heathen and worthy of annihilation by their jihadi studs. https://t.co/XzNk2Y0lsT",pro ruling,TarekFatah,english
sharia,"Taliban believes that one day whole world will be under Islamic Rule..
India will surely be one of their first targets but how will they get china under sharia law?🤔 https://t.co/jluEoNXeVV",pro ruling,RituRathaur,english
sharia,"Sharia panchayats: Providing a new route to reconciliation across Telangana and Andhra Pradesh.

Demand for Sharia panchayats has increased in last few years.
 https://t.co/lt6Ba7P9JM",pro ruling,AskAnshul,english
sharia,"“I want to warn all the individuals, organisations with Islamist mindset &amp; countries like Qatar that Bharat will be governed by our Constitution &amp; not by Sharia”: International Working President of VHP ⁦@AlokKumarLIVE⁩ Kumar at #HinduSankalpMarch, Delhi.

@VHPDigital⁩ https://t.co/kkkwtnt23E",pro ruling,eOrganiser,english
sharia,"Only in India,

Uniform civil code would be dubbed communal and Sharia laws secular.",pro ruling,RashmiDVS,english
sharia,"'The people of Afghanistan are not fleeing from the Taliban. They are fleeing from Sharia law'

Taslima Nasreen @taslimanasreen writes

#ThePrintOpinion

https://t.co/8iYihwGX5h",pro opposition,ThePrintIndia,english
sharia,"@danish_yazdan Am I talking about the Middle East or Liberal Muslims? Why are you generalising a topic which is a very specific one related to Taliban. 

The punishment below is according to Islam ( Sharia), as per Taliban if woman found alone without a male relative. Do you support this? https://t.co/Iqi1HuLtzb",pro opposition,BhavikaKapoor5,english
sharia,It has started ...👇 https://t.co/EJKJwUPQra,pro opposition,tehseenp,english
sharia,"#HijabBan | Shariat Committee moves #SupremeCourt seeking permission for Hijab clad women to appear in examination on 9th March.

CJI DY Chandrachud: We will list immediately after Holi.

Counsel: The exams are in five days.

CJI DY Chandrachud: You came on the last date. https://t.co/nmkz3KOM2z",pro opposition,LiveLawIndia,english
sharia,"Highest margin in #DelhiElectionResults belongs to @KhanAmanatullah in Okhla. BJP called him all kinds of names, equated him with terrorists, accused him of trying to impost Sharia. 

Best part is that he got a sizable chunk of Hindu votes as well. 

Sweet win.",pro opposition,AdityaMenon22,english
sharia,What does that mean? And who will interpret sharia law? https://t.co/QAVqpxpYK1,pro opposition,waglenikhil,english
sharia,"Vedas = dharma is when strong take care of weak
Dharma-shastras = harsher laws for 'lower' castes 

Quran = everyone is equal before Allah
Sharia = homosexuals are inferior to humans

Sikhs noted this difference between piri (spirituality) &amp; miri (governance)",pro opposition,devduttmyth,english
sharia,"'Question for UCC critics—Why don’t you want Sharia law for Muslim criminals?'

Ibn Khaldun Bharati @IbnKhaldunIndic, student of Islamic history, writes

#ThePrintOpinion

https://t.co/HIsL6Djhia",pro opposition,ShekharGupta,english
sangh,"President of India is pleased to appoint Justice Vipin Sanghi, the senior-most Judge of Delhi High Court to perform the duties of the office of Chief Justice of that High Court

@rashtrapatibhvn 

Read more: https://t.co/Yx2UslUAOX",pro ruling,PIB_India,english
sangh,"Hello friends,it’s been a week since we have started online medical consultation

Happy to share we have empaneled few more docs,request everyone to avail our services &amp;spread the word

Pl direct your queries to @ProSevaSangh 

Please amplify🙏

@SheetalPronamo 
@CharanProNamo https://t.co/gMi05JUTfO",pro ruling,Pronamotweets,english
sangh,Attempts by the Left to portray the puja as triumph only of Sangh is to reduce Ram to status of a factional leader. Construction of a #RamMandir is the shared dream of a billion. | @BJP4India @RSSorg @INCIndia @cpimspeak @narendramodi @PMOIndia | #MandirBhumiPuja,pro ruling,RShivshankar,english
sangh,US Acting Ambassador Mr. Atul Keshap cordially met RSS SarSanghchalak Dr Mohan Bhagwat ji. https://t.co/Md8cmiut8R,pro ruling,friendsofrss,english
sangh,"Shared some lighter moments at ""Chai Pe Charcha"" with Home Minister Shri @sanghaviharsh ji at my ancestral home. https://t.co/Gh3C4HwhrU",pro ruling,dhaval241086,english
sangh,Eidgah ground pe garba organise kar ke Ganga-Jamuni tehzeebians should show how big their hearts are to these hateful Sanghis.,pro ruling,nirwamehta,english
sangh,Sanghi            Vs           Leftist https://t.co/aRhViccaP2 https://t.co/ehc03vrVN5,pro ruling,rishibagree,english
sangh,"Prime Minister @narendramodi pays homage to Jagannathrao Joshi, a senior leader of the Bharatiya Jana Sangh and Bharatiya Janata Party, on his 101st birth anniversary.",pro ruling,airnewsalerts,english
sangh,Samvidhan Bachao Sanghalp Satyagraha at Rajghat by @INCIndia ❤️ https://t.co/uam4UxvloS,pro opposition,vijaythottathil,english
sangh,"Even the 5 star Sanghis are riled up coz in my show I said-
if the BJP is defeated in this election, it’ll also be a defeat of the big money,big media,divisive propaganda; an indication of the revival of democracy &amp; restoration of constitutional order in UP.
Sach kadva hota hai!",pro opposition,khanumarfa,english
sangh,"#JholaUthaoModiji will fall on deaf ears &amp; a shameless heart 

He will be packed off by his bosses in RSS when he has implemented their anti-democratic agenda
 
His replacement will be another, more brazen Sanghi who will have no need to pretend as he still has to do after 7 yrs.",pro opposition,geetv79,english
sangh,"Every since Rekha Sharma was exposed as a sanghi misogynist troll last night, @NCWIndia has disabled comments on its tweets.

Meanwhile, another reminder to @smritiirani to sack Rekha Sharma.

Don’t force us to go to court. Do your job for once &amp; prioritize women over your party.",pro opposition,SaketGokhale,english
sangh,"The highest result of education is tolerance.
-Helen Keller

PS: Sanghis are uneducated.",pro opposition,DeekshaNRaut,english
sangh,"Remember when Congress launched #QuitIndiaMovement , Savarakar and other sanghi cowards opposed it. 

Yes same savarakar who advocated R@pe as a political tool. 
Name and Shame them for their cowardice and for propagating hindutva filth https://t.co/I29oQhyx01",pro opposition,yippeekiyay_dk,english
sangh,"Sangh Parivar is busy spreading #CommunalVirus with religious profiling,identifying Hindu shops👇 with saffron flags

This is how a BJP-RSS Govt ""works""

After Nero's Gujarat massacre &amp; the recent Delhi violence, what are Sanghis plotting in Bengaluru?

 https://t.co/GMcrQTx6wJ",pro opposition,geetv79,english
sangh,The grotesque irony of the Sanghis 'lecturing about India's freedom struggle and sacrifice' is really something else. https://t.co/pvGQbKQbDz,pro opposition,INCTharoorian,english
ucc,"6n understand be it partition, be it Shaheen Bagh, be it #NizamuddinMarkaz, every government has succumbed to this kind of blackmail. Consequently they backup position has and will always remain one of obstinacy - no matter what the law, because every law is an opportunity...",pro ruling,Iyervval,english
ucc,"Success in disease control, economy recovery in a year, says CM

• Support extended by mass media is commendable : Chief Minister Shri Shivraj Singh Chouhan

• Success in campaign against mafia: CM

#CMMadhyaPradesh https://t.co/30RjKZ6K5q",pro ruling,CMMadhyaPradesh,english
ucc,"05 Dec 1971

#LiberationWar1971

Major Kuldip Singh Chandpuri successfully defended his company locality at #Laungewala against a massive attack by enemy infantry &amp; tanks. Displayed exemplary leadership and conspicuous courage. Awarded #MahaVirChakra.

https://t.co/VoPY8dI27o https://t.co/FVmvtjPoEM",pro ruling,adgpi,english
ucc,"United will get Justice for Sushant Singh Rajput!

After 1st digital protest- #Candle4SSR &amp; 2nd on #Warriors4SSR 

The lobby of paid PR fails &amp; 3rd digital is massive success, No.1 since morning already 2,25,000 tweets of
#Revolution4SSR

Post pics at 6 pm with Red band!

Tag Me!",pro ruling,ishkarnBHANDARI,english
ucc,Pradhan Mantri Bhartiya Janaushadhi Pariyojana has been successful in making a remarkable impact on the common masses in its endeavour to provide quality medicines at an affordable price. #JanAushadhiDiwas2023 https://t.co/zdm0IBxyB1,pro ruling,mygovindia,english
ucc,"This is Bollywood being frank and open about #BollywoodKiGandagi in its biggest annual gathering

Big beef guy named himself after Lakshmi Mata in this vulgar act 

Same Filmfare did not invite @vivekagnihotri this year despite his film being most successful

Soft power my foot https://t.co/APELZeioaN",pro ruling,GemsOfBollywood,english
ucc,"We must compliment CM @vijayrupanibjp ji for making things easier for people in rural areas.. After d success of #SevaSetu he took SS to a new level, #DigitalSevaSetu, providing 45 government services at the village level, No more going to Taluka/Dist headquarter for 45 services https://t.co/RjIgYW2M6C",pro ruling,nanditathhakur,english
ucc,"If you want to make it big in life do it for yourself, not to prove it to someone. Trust me, when you will succeed, they’ll either not be around to see your success or wouldn’t matter at all that time!",pro ruling,seriousfunnyguy,english
ucc,"@RahulGandhi youth behind you,dont succumb to pressure and be prepared for worst,you can revive hence expose openly all without fearing and also dont use any politician in yr legal cases,either withdraw cases from them or retire them from politics @KapilSibal @DrAMSinghvi",pro opposition,Ajaykumar00009,english
ucc,".@ArvindKejriwal of 2021 is very dangerous for the BJP and Congress

Kejriwal of 2021 has A successful Governance Model

He has a successful Healthcare, Education Model

Janta has seen him work and admire his Honest Governance. He is strong.

Hence BJP trying to curb his powers",pro opposition,DaaruBaazMehta,english
ucc,"When Bapu was in prison in South Africa Ba fell seriously ill, felt she would succumb. Bapu’s associates suggested he apologise &amp; seek clemency from Government so he could be with Ba when end came. He refused, said it would be a betrayal of the cause. #NoAppologyNoMercy.",pro opposition,TusharG,english
ucc,"Big success by @DRDO_India -- Mach 6 test of hypersonic vehicle. Only US, Russia, China have done.

Will go into hypersonic cruise missile that can't be intercepted. Later, hypersonic aircraft that can transport troops across length of India in 25 minutes

https://t.co/yZes4QWcSW",pro opposition,ajaishukla,english
ucc,"Many happy returns of the day to @RahulGandhi - a leader who has won the admiration of many by standing for the truth &amp;    rising above a tirade of hate, abuse &amp; vilification. May you go long and go strong, May your efforts succeed &amp; may love win! 🙏🏽✨ #Rahulgandhibirthday https://t.co/LsxhoPloNU",pro opposition,ReallySwara,english
ucc,Wishing you a very happy birthday @ajaymaken ji..May almighty bless you with happiness and success.,pro opposition,_lokeshsharma,english
ucc,"Arnab Goswami files criminal defamation case against former colleague Navika Kumar of Times Now, says she is jealous of Republic TV founder's success https://t.co/I8zCJ8W2bR",pro opposition,JantaKaReporter,english
ucc,"JUST IN

AAP candidates successfully fill Nominations for Chandigarh Mayoral Polls

Ladenge Jeetenge !! https://t.co/2YPeXduLvf",pro opposition,DaaruBaazMehta,english
mahotsav,"#Kalanjali presented a unique spectacle where the patriotic tunes of ""दिल दिया है जान भी देंगे ऐ वतन तेरे लिए "" performed by the #CISF Brass Band at Central Vista, India Gate filled the hearts of every spectator with joy, pride &amp; glory. (1/2)

#CultureUnitesAll #AmritMahotsav https://t.co/BaPjPnE14s",pro ruling,MinOfCultureGoI,english
mahotsav,"Watch Live Coverage of the “Chief of Army Staff Annual Press Conference 2022” being conducted virtually, due to COVID pandemic, from 2 pm onwards on 12 Jan 22 on YouTube Channel ""ADGPI-INDIANARMY"".

#IndianArmy
#ArmyDay
#AmritMahotsav https://t.co/geEypKXxiB",pro ruling,adgpi,english
mahotsav,"On the 73rd Republic Day Parade at Rajpath in Delhi,  Gujarat's Tableau exhibited the Freedom Movement of the Tribals in 1922. 

#AmritMahotsav 
#AzadiKaAmritMahotsav https://t.co/Bzi7loUQ4e",pro ruling,TribalAffairsIn,english
mahotsav,"Team Dharohar thanks Hon’ble FM @nsitharaman for dedicating #CBICधरोहर to the nation. 

#AmritMahotsav 
#FinMinIconicWeek https://t.co/2a0I3R7x29",pro ruling,cbic_india,english
mahotsav,"@CimGOI @PiyushGoyal @GJEPCIndia @raosaheboffice @Subhash_Desai @iAditiTatkare @micnewdelhi @FollowCII @ficci_india @ASSOCHAM4India @raosahebdanve @investindia @startupindia @TheOfficialSBI @BankofIndia_IN @AmritMahotsav @DIPPGOI @MahaDGIPR @IMC_India @PiyushGoyalOffc @DoC_GoI @PIB_India Union Minister @raosahebdanve and State Ministers @Subhash_Desai and @iAditiTatkare visiting the export exhibition set up at #VanijyaUtsav Export Conclave, Showcasing India as a Rising Economic Force, in Mumbai

#AzadiKaAmritMahotsav https://t.co/79358vji0T",pro ruling,PIBMumbai,english
mahotsav,"RSS Chief @DrMohanBhagwat hoisted Tricolour to celebrate 75th #IndiaIndependenceDay at IES Raja Shivaji Vidyalaya in #Mumbai 

#IndiaAt75 #AzadiKaAmritMahotsav https://t.co/5tlmwdQJ5G",pro ruling,DDNewslive,english
mahotsav,#KnowYourTiranga protocol: The National Flag must never be put on the ground. Our Flag is our pride &amp; should always fly high!  🇮🇳 #AmritMahotsav #HarGharTiranga #MomentsWithTiranga https://t.co/Wokmotu2Qk,pro ruling,PIBHomeAffairs,english
mahotsav,"Prime Minister @narendramodi to chair meeting of Chief Ministers and Deputy Chief Ministers on #AzadiKaAmritMahotsav in New Delhi today. 

#AmritMahotsav     

File Photo https://t.co/RzUyUzupuw",pro ruling,airnewsalerts,english
mahotsav,We must remember n respect  #PingaliVenkayya who designed our #Tiranga. By d same sentiment we must also respect n remember #Nehru who unfurled it d first time at #RedFort #AmritMahotsav,pro opposition,VinodSharmaView,english
mahotsav,"Intro of 5 #FreedomFighters 
Mahmud Hasan was top leader of freedom movement. He was behind Reshmi Rumal Tehrik n jailed in Malta for 3 years. When rturnd in 1920, leaders including Gandhiji greeted him. He was Darul Ulum Deoband principal n Jamia Millia founder.
#AmritMahotsav https://t.co/JalrLfhxOt",pro opposition,syedurahman,english
mahotsav,This is an old pic from BJP's Amrit Mahotsav https://t.co/ngWuyGFqlG,pro opposition,vairaagini,english
