source_row,tweet,tweet_label,subjects,subjects_scored,keyword,label_norm,keyword_cat,stance,stance reason
2296295,"Kashmir &amp; agony of Kashmiri Pandits is back in focus. Let's revisit what BJP &amp; Congress said after exodus of Pandits in Jan 1990
 
 Lok Sabha discussed the issue on Mar 13,1990. Jaswant Singh, who was the lead speaker from BJP opposed posting of Army, BSF in valley, I quote.. 1/n https://t.co/mp6iP1NBv0",Pro OPP,"['kashmir', 'congress', 'focus']","[{'text': 'kashmir', 'score': 0.5654}, {'text': 'congress', 'score': 0.2668}, {'text': 'focus', 'score': 0.1997}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,Favour cues: ['exodus']
2567848,"#KashmiriPandits- TV Media &amp; BJP targeted @ArvindKejriwal with a document issued by Dilip Bhan who claimed to be COORDINATOR of Government School Teachers Association (Migrant)
 
 In an exclusive interview to me, Bhan ADMITS that he is NOT the coordinator.
 
 https://t.co/WShb44Bnq0",Pro OPP,"['coordinator', 'media', 'migrant']","[{'text': 'coordinator', 'score': 0.3833}, {'text': 'media', 'score': 0.2577}, {'text': 'migrant', 'score': 0.1338}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Weak/indirect cues without explicit Kashmiri Pandit reference
322564,#ShaheenBaghProtest IN SOLIDARITY WITH KASHMIRI PANDITS PAYS HOMAGE TO THEIR TRAUMA TODAY. JOIN THEM! #KashmiriPandits #KashmiriHindus #KashmiriHinduExodus https://t.co/tbmHT32MoN,Pro OPP,"['protest', 'hindus', 'bagh']","[{'text': 'protest', 'score': 0.5483}, {'text': 'hindus', 'score': 0.4877}, {'text': 'bagh', 'score': 0.3208}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,Favour cues: ['solidarity']
2175338,"Kashmir &amp; agony of Kashmiri Pandits is back in focus. Let's revisit what BJP &amp; Congress said after exodus of Pandits in Jan 1990
 
 Lok Sabha discussed the issue on Mar 13,1990. Jaswant Singh, who was the lead speaker from BJP opposed posting of Army, BSF in valley, I quote.. 1/n https://t.co/mp6iP1NBv0",Pro OPP,"['kashmir', 'congress', 'focus']","[{'text': 'kashmir', 'score': 0.5654}, {'text': 'congress', 'score': 0.2668}, {'text': 'focus', 'score': 0.1997}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,Favour cues: ['exodus']
2206067,"Kashmiri Pandits locked inside camps by police, #JammuAndKashmir LG flying to Delhi to brief Home Minister 
 
 NDTV's Nazir Masoodi reports https://t.co/KMv4ZawqdM",Pro OPP,"['kashmir', 'camps', 'locked']","[{'text': 'kashmir', 'score': 0.4721}, {'text': 'camps', 'score': 0.425}, {'text': 'locked', 'score': 0.3428}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2533713,"It was Congress who built Township for Kashmiri Pandits . It was PM Manmohan Singh who handed over Flats to Kashmiri Pandits.
 
 What BJP did in last 8 year ?
 
 #TheKashmirFiles https://t.co/M1Xx39IIm2",Pro OPP,"['kashmir', 'congress', 'handed']","[{'text': 'kashmir', 'score': 0.5577}, {'text': 'congress', 'score': 0.3744}, {'text': 'handed', 'score': 0.0725}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2560477,"27. Several attacks on Kashmiri Pandits and others in Kashmir in past two years
 6/n",Pro OPP,"['kashmir', 'attacks', 'years']","[{'text': 'kashmir', 'score': 0.599}, {'text': 'attacks', 'score': 0.4979}, {'text': 'years', 'score': 0.1069}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
2057652,"Kashmir &amp; agony of Kashmiri Pandits is back in focus. Let's revisit what BJP &amp; Congress said after exodus of Pandits in Jan 1990
 
 Lok Sabha discussed the issue on Mar 13,1990. Jaswant Singh, who was the lead speaker from BJP opposed posting of Army, BSF in valley, I quote.. 1/n https://t.co/mp6iP1NBv0",Pro OPP,"['kashmir', 'congress', 'focus']","[{'text': 'kashmir', 'score': 0.5654}, {'text': 'congress', 'score': 0.2668}, {'text': 'focus', 'score': 0.1997}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,Favour cues: ['exodus']
2296294,"Amit Malviya and Kapil Mishra misrepresented Delhi CM Kejriwal's assembly address where he criticised BJP members for promoting 'The Kashmir Files'. They falsely claimed Kejriwal denied atrocities faced by Kashmiri Pandits. #AltNewsFactCheck | @ArchitMeta
 https://t.co/lck3RsyLg3",Pro OPP,"['misrepresented', 'kashmir', 'assembly']","[{'text': 'misrepresented', 'score': 0.4614}, {'text': 'kashmir', 'score': 0.4457}, {'text': 'assembly', 'score': 0.0404}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
1819883,"Maharashtra CM Uddhav Thackeray said that Kashmiri pandits are not safe in Kashmir, the security should be provided to them, but central govt providing security to those who are attacking Shiv Sena &amp; useless people in Maharashtra.
 @NewIndianXpress",Pro OPP,"['kashmir', 'safe', 'thackeray']","[{'text': 'kashmir', 'score': 0.5425}, {'text': 'safe', 'score': 0.4388}, {'text': 'thackeray', 'score': 0.1285}]",kashmiri pandits,Pro Opp,kashmiri pandits,Favour,Favour cues: ['safe']
2456936,"Amit Malviya and Kapil Mishra misrepresented Delhi CM Kejriwal's assembly address where he criticised BJP members for promoting 'The Kashmir Files'. They falsely claimed Kejriwal denied atrocities faced by Kashmiri Pandits. #AltNewsFactCheck | @ArchitMeta
 https://t.co/YBOPGTfgyO",Pro OPP,"['misrepresented', 'kashmir', 'assembly']","[{'text': 'misrepresented', 'score': 0.4614}, {'text': 'kashmir', 'score': 0.4457}, {'text': 'assembly', 'score': 0.0404}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
1839591,"BJP is worried for Kashmir Files but not Kashmiri Pandits. CM Kejriwal did a lot for Kashmiri Pandits,granted permanent status to 223 teachers even in absence of documents,streamlined pension system,provided Rs 3000/head per month to Kashmiri Pandits in Delhi:Dy CM @msisodia https://t.co/uRQEzLtfYk",Pro OPP,"['kashmir', 'teachers', 'pension']","[{'text': 'kashmir', 'score': 0.5391}, {'text': 'teachers', 'score': 0.1952}, {'text': 'pension', 'score': 0.1372}]",kashmiri pandits,Pro Opp,kashmiri pandits,Neutral,Mentions Kashmiri Pandits but without polar language (factual/neutral tone)
