source_row,tweet,tweet_label,_label_norm,keyword,subjects,subjects_scored,STANCE ,Reasoning 
,PM @narendramodi shares an anecdote when he had visited a Telugu family in America. #MannKiBaat https://t.co/SFBtFnLxMX,Pro Ruling,,modi,"['narendramodi', 'family', 'america']","[{'text': 'narendramodi', 'score': 0.6644}, {'text': 'family', 'score': 0.413}, {'text': 'america', 'score': 0.314}]",for ,promoting modi's mann ki baat. 
,"The Governor of Punjab, Shri Banwarilal Purohit called on PM @narendramodi. https://t.co/gmUlgFbwvz",Pro Ruling,,modi,"['narendramodi', 'governor', 'called']","[{'text': 'narendramodi', 'score': 0.5969}, {'text': 'governor', 'score': 0.3611}, {'text': 'called', 'score': 0.3196}]",neutral ,no stance taken. only news delivered 
,Deeply anguished by the loss of lives due to a fire in Dhanbad. My thoughts are with those who lost their loved ones. May the injured recover soon: PM @narendramodi,Pro Ruling,,modi,"['fire', 'narendramodi', 'recover']","[{'text': 'fire', 'score': 0.4779}, {'text': 'narendramodi', 'score': 0.4418}, {'text': 'recover', 'score': 0.3161}]",for ,Modi's statement on tragedy that happened. 
,Explain this @narendramodi https://t.co/leShPALVBh,Pro OPP,,modi,"['narendramodi', 'explain', 'this']","[{'text': 'narendramodi', 'score': 0.8696}, {'text': 'explain', 'score': 0.5118}, {'text': 'this', 'score': 0.4487}]",against ,underlying tone of contempt and scorn. 
,On your face @ReallySwara 😂 https://t.co/wzO43jwd1r,Pro Ruling,,modi,"['face', 'narendramodi', 'your']","[{'text': 'face', 'score': 0.692}, {'text': 'narendramodi', 'score': 0.5986}, {'text': 'your', 'score': 0.5003}]",,no context given. 
,"Hello @narendramodi and @AmitShah, please resign. Let someone else from @BJP4India who has an iota of conscience and little bit of empathy take over. Any leader with the most basic qualities of a functional human would do better. Anyone except the two of you.",Pro OPP,,modi,"['narendramodi', 'resign', 'empathy']","[{'text': 'narendramodi', 'score': 0.5338}, {'text': 'resign', 'score': 0.5142}, {'text': 'empathy', 'score': 0.2473}]",against ,Calling on modi to resign as he does not even have the basic qualities of a functional human. 
,"MSP was there.

MSP is there.

MSP will remain in the future.

Affordable ration for the poor will continue. 

Mandis will be modernised: PM @narendramodi #PMinRajyaSabha",Pro Ruling,,modi,"['msp', 'narendramodi', 'poor']","[{'text': 'msp', 'score': 0.4419}, {'text': 'narendramodi', 'score': 0.338}, {'text': 'poor', 'score': 0.3308}]",for ,Modi's statement on affordable ration. 
,"US legislators urge Modi to reverse Rahul disqualification

@RahulGandhi @narendramodi

#RahulGandhi #NarendraModi #USlegislation #UnitedStates

https://t.co/gaIyGvtxRR",Pro OPP,,modi,"['legislators', 'narendramodi', 'reverse']","[{'text': 'legislators', 'score': 0.3567}, {'text': 'narendramodi', 'score': 0.3174}, {'text': 'reverse', 'score': 0.301}]",neutral ,no stance taken. only news delivered 
,"The road accident in Andhra Pradesh’s Kurnool district is saddening. In this hour of sadness, my thoughts are with those who lost their loved ones. I hope that the injured recover at the earliest: PM @narendramodi",Pro Ruling,,modi,"['accident', 'narendramodi', 'hope']","[{'text': 'accident', 'score': 0.5804}, {'text': 'narendramodi', 'score': 0.4161}, {'text': 'hope', 'score': 0.2538}]",for ,Modi's statement on tragedy that happened. 
,"What a magnificent new home for the people who uphold our Constitution, represent every citizen of this great Nation and protect the diversity of her one People @narendramodi ji. 
A new Parliament building for a New India but with the age old dream of Glory for India. Jai Hind!… https://t.co/OgafXSFoOn https://t.co/FjXFZwYk2T",Pro OPP,,modi,"['home', 'narendramodi', 'constitution']","[{'text': 'home', 'score': 0.4821}, {'text': 'narendramodi', 'score': 0.4726}, {'text': 'constitution', 'score': 0.4523}]",for ,"praises the new parliament building as a great place for those ""upholding"" the constitution and a New India. "
,Prime Minister @narendramodi will address the nation at 10 AM on 14th April 2020.,Pro Ruling,,modi,"['narendramodi', 'minister', '2020']","[{'text': 'narendramodi', 'score': 0.4593}, {'text': 'minister', 'score': 0.3393}, {'text': '2020', 'score': 0.3091}]",neutral ,no stance taken. only news delivered 
,“Has @narendramodi created his own Lutyens’ gang- which he has often derided- with Arnab Goswami as it’s CEO?” - @INCIndia,Pro OPP,,modi,"['narendramodi', 'goswami', 'has']","[{'text': 'narendramodi', 'score': 0.5522}, {'text': 'goswami', 'score': 0.5483}, {'text': 'has', 'score': 0.2807}]",against ,"calls on modi for creating his own ""lutyens gang""."
,"RaGa made so much noise about shortage of safety gear but if they were in power, we would have had Ch!na-quality safety gears &amp; their shortage &amp; smuggling like in Rajasthan

But thanks @narendramodi for not compromising with quality of safety gear

https://t.co/LKj7mxvENs",Pro Ruling,,modi,"['safety', 'shortage', 'narendramodi']","[{'text': 'safety', 'score': 0.4796}, {'text': 'shortage', 'score': 0.3246}, {'text': 'narendramodi', 'score': 0.2957}]",for ,calls modi to be a better leader than rahul gandhi and also not compromising on safety gear. 
,"On the sidelines of the @g20org Rome Summit, PM @narendramodi interacts with various leaders. https://t.co/7L3vbpRzUs",Pro Ruling,,modi,"['leaders', 'narendramodi', 'sidelines']","[{'text': 'leaders', 'score': 0.5439}, {'text': 'narendramodi', 'score': 0.4532}, {'text': 'sidelines', 'score': 0.2069}]",for ,show modi interacting with various leaders. confident. 
